date,open,close,high,low,volume
2025-01-02,26.48,25.55,26.61,25.3,144139.15
2025-01-03,25.65,24.76,25.79,24.64,138061.34
2025-01-06,24.74,24.49,24.89,24.19,90484.45
2025-01-07,24.55,24.66,24.73,24.2,120370.94
2025-01-08,24.62,25.21,25.47,24.2,136784.98
2025-01-09,25.03,25.29,25.56,24.97,85005.25
2025-01-10,25.25,25.01,25.49,24.99,71249.23
2025-01-13,24.8,24.93,25.25,24.69,61160.54
2025-01-14,25.19,26.12,26.13,24.87,140030.56
2025-01-15,26.12,26.21,26.48,25.93,91976.6
2025-01-16,26.33,26.25,27.05,26.08,95234.4
2025-01-17,26.07,26.38,26.81,26.06,71169.54
2025-01-20,26.78,26.35,27.0,26.3,88507.58
2025-01-21,26.43,26.68,26.72,25.98,81830.22
2025-01-22,26.53,26.27,26.62,26.18,54779.9
2025-01-23,26.59,26.87,27.22,26.21,119710.38
2025-01-24,26.73,27.68,27.76,26.63,110264.16
2025-01-27,27.84,27.49,28.05,27.47,71998.7
2025-02-05,27.7,27.98,28.1,27.26,85310.38
2025-02-06,27.82,28.29,28.38,27.62,85587.72
2025-02-07,28.29,28.17,28.4,27.75,143064.58
2025-02-10,28.19,28.2,28.3,27.79,110441.57
2025-02-11,28.19,28.71,29.05,27.87,131959.16
2025-02-12,28.61,29.11,29.74,28.45,153352.85
2025-02-13,29.2,29.59,29.84,28.75,154739.46
2025-02-14,29.43,29.14,29.43,28.41,170167.87
2025-02-17,29.2,28.57,29.33,28.27,153246.57
2025-02-18,28.31,26.61,28.57,26.45,265467.33
2025-02-19,26.61,27.05,27.12,26.36,151523.88
2025-02-20,27.05,26.88,27.4,26.73,101091.83
2025-02-21,27.05,27.08,27.21,26.28,145059.65
2025-02-24,27.07,26.83,27.26,26.68,91658.95
2025-02-25,26.51,26.25,26.7,26.13,119250.35
2025-02-26,26.33,26.08,26.47,25.73,127314.42
2025-02-27,26.08,26.31,26.58,25.78,128404.24
2025-02-28,26.13,25.24,26.34,25.2,119590.02
2025-03-03,25.36,25.75,26.28,25.15,118470.51
2025-03-04,25.75,25.79,26.01,25.52,89615.62
2025-03-05,25.94,26.75,26.9,25.65,174503.2
2025-03-06,27.03,27.59,27.75,26.7,163236.07
2025-03-07,27.56,27.43,27.88,27.28,88582.51
2025-03-10,27.34,27.19,27.61,26.72,118057.18
2025-03-11,26.92,27.59,27.73,26.76,94045.42
2025-03-12,27.59,27.52,27.79,27.44,70621.43
2025-03-13,27.41,26.97,27.41,26.71,67442.28
2025-03-14,26.98,28.01,28.2,26.83,109765.82
2025-03-17,28.1,27.44,28.17,27.4,78897.79
2025-03-18,27.51,27.65,27.81,27.37,75127.4
2025-03-19,27.44,27.21,27.55,27.11,61728.3
2025-03-20,27.12,26.71,27.22,26.62,78062.07
2025-03-21,26.67,26.27,26.87,26.14,64088.19
2025-03-24,26.26,26.37,26.58,26.0,96082.02
2025-03-25,26.38,26.62,26.81,26.0,82465.15
2025-03-26,26.62,26.59,26.95,26.44,53694.7
2025-03-27,26.54,26.62,26.81,26.28,36118.17
2025-03-28,26.69,27.5,27.7,26.62,142965.69
2025-03-31,27.23,27.37,27.55,26.86,81547.2
2025-04-01,27.36,27.75,28.0,27.13,82174.99
2025-04-02,27.85,27.65,28.55,27.56,71598.17
2025-04-03,27.39,28.09,28.36,27.32,100150.71
2025-04-07,26.72,25.67,27.64,24.98,189967.96
2025-04-08,26.08,26.9,27.0,25.7,138042.98
